1488325281718921,0,0.707107,0,0,0.707107,0,0,0
1488325281723912,0,0.707107,0,0,0.707107,0,0,0
1488325281728929,0,0.707107,0,0,0.707107,0,0,0
1488325281733922,0,0.707107,0,0,0.707107,0,0,0
1488325281738919,0,0.707107,0,0,0.707107,0,0,0
1488325281743900,0,0.707107,0,0,0.707107,0,0,0
1488325281748912,0,0.707107,0,0,0.707107,0,0,0
1488325281753929,0,0.707107,0,0,0.707107,0,0,0
1488325281758929,0,0.707107,0,0,0.707107,0,0,0
1488325281763912,0,0.707107,0,0,0.707107,0,0,0
1488325281768905,0,0.707107,0,0,0.707107,0,0,0
1488325281773922,0,0.707107,0,0,0.707107,0,0,0
1488325281778930,0,0.707107,0,0,0.707107,0,0,0
1488325281783894,0,0.707107,0,0,0.707107,0,0,0
1488325281788908,0,0.707107,0,0,0.707107,0,0,0
1488325281793925,0,0.707107,0,0,0.707107,0,0,0
1488325281798908,0,0.707107,0,0,0.707107,0,0,0
1488325281803890,0,0.707107,0,0,0.707107,0,0,0
1488325281808889,0,0.707107,0,0,0.707107,0,0,0
1488325281813930,0,0.707107,0,0,0.707107,0,0,0
1488325281818902,0,0.707107,0,0,0.707107,0,0,0
1488325281823931,0,0.707107,0,0,0.707107,0,0,0
1488325281828912,0,0.707107,0,0,0.707107,0,0,0
1488325281833917,0,0.707107,0,0,0.707107,0,0,0
1488325281838923,0,0.707107,0,0,0.707107,0,0,0
1488325281843900,0,0.707107,0,0,0.707107,0,0,0
1488325281848897,0,0.707107,0,0,0.707107,0,0,0
1488325281853921,0,0.707107,0,0,0.707107,0,0,0
1488325281858928,0,0.707107,0,0,0.707107,0,0,0
1488325281863925,0,0.707107,0,0,0.707107,0,0,0
1488325281868895,0,0.707107,0,0,0.707107,0,0,0
1488325281873924,0,0.707107,0,0,0.707107,0,0,0
1488325281878929,0,0.707107,0,0,0.707107,0,0,0
1488325281883901,0,0.707107,0,0,0.707107,0,0,0
1488325281888921,0,0.707107,0,0,0.707107,0,0,0
1488325281893929,0,0.707107,0,0,0.707107,0,0,0
1488325281898893,0,0.707107,0,0,0.707107,0,0,0
1488325281903891,0,0.707107,0,0,0.707107,0,0,0
1488325281908896,0,0.707107,0,0,0.707107,0,0,0
1488325281913929,0,0.707107,0,0,0.707107,0,0,0
1488325281918913,0,0.707107,0,0,0.707107,0,0,0
1488325281923899,0,0.707107,0,0,0.707107,0,0,0
1488325281928924,0,0.707107,0,0,0.707107,0,0,0
1488325281933920,0,0.707107,0,0,0.707107,0,0,0
1488325281938925,0,0.707107,0,0,0.707107,0,0,0
1488325281943908,0,0.707107,0,0,0.707107,0,0,0
1488325281948897,0,0.707107,0,0,0.707107,0,0,0
1488325281953920,0,0.707107,0,0,0.707107,0,0,0
1488325281958904,0,0.707107,0,0,0.707107,0,0,0
1488325281963914,0,0.707107,0,0,0.707107,0,0,0
1488325281968914,0,0.707107,0,0,0.707107,0,0,0
1488325281973918,0,0.707107,0,0,0.707107,0,0,0
1488325281978929,0,0.707107,0,0,0.707107,0,0,0
1488325281983916,0,0.707107,0,0,0.707107,0,0,0
1488325281988897,0,0.707107,0,0,0.707107,0,0,0
1488325281993926,0,0.707107,0,0,0.707107,0,0,0
1488325281998907,0,0.707107,0,0,0.707107,0,0,0
1488325282003894,0,0.707107,0,0,0.707107,0,0,0
1488325282008932,0,0.707107,0,0,0.707107,0,0,0
1488325282013921,0,0.707107,0,0,0.707107,0,0,0
1488325282018901,0,0.707107,0,0,0.707107,0,0,0
1488325282023907,0,0.707107,0,0,0.707107,0,0,0
1488325282028898,0,0.707107,0,0,0.707107,0,0,0
1488325282033909,0,0.707107,0,0,0.707107,0,0,0
1488325282038903,0,0.707107,0,0,0.707107,0,0,0
1488325282043915,0,0.707107,0,0,0.707107,0,0,0
1488325282048899,0,0.707107,0,0,0.707107,0,0,0
1488325282053922,0,0.707107,0,0,0.707107,0,0,0
1488325282058931,0,0.707107,0,0,0.707107,0,0,0
1488325282063916,0,0.707107,0,0,0.707107,0,0,0
1488325282068902,0,0.707107,0,0,0.707107,0,0,0
1488325282073924,0,0.707107,0,0,0.707107,0,0,0
1488325282078925,0,0.707107,0,0,0.707107,0,0,0
1488325282083893,0,0.707107,0,0,0.707107,0,0,0
1488325282088919,0,0.707107,0,0,0.707107,0,0,0
1488325282093918,0,0.707107,0,0,0.707107,0,0,0
1488325282098909,0,0.707107,0,0,0.707107,0,0,0
1488325282103895,0,0.707107,0,0,0.707107,0,0,0
1488325282108896,0,0.707107,0,0,0.707107,0,0,0
1488325282113922,0,0.707107,0,0,0.707107,0,0,0
1488325282118914,0,0.707107,0,0,0.707107,0,0,0
1488325282123913,0,0.707107,0,0,0.707107,0,0,0
1488325282128931,0,0.707107,0,0,0.707107,0,0,0
1488325282133912,0,0.707107,0,0,0.707107,0,0,0
1488325282138921,0,0.707107,0,0,0.707107,0,0,0
1488325282143900,0,0.707107,0,0,0.707107,0,0,0
1488325282148902,0,0.707107,0,0,0.707107,0,0,0
1488325282153926,0,0.707107,0,0,0.707107,0,0,0
1488325282158926,0,0.707107,0,0,0.707107,0,0,0
1488325282163891,0,0.707107,0,0,0.707107,0,0,0
1488325282168892,0,0.707107,0,0,0.707107,0,0,0
1488325282173906,0,0.707107,0,0,0.707107,0,0,0
1488325282178929,0,0.707107,0,0,0.707107,0,0,0
1488325282183895,0,0.707107,0,0,0.707107,0,0,0
1488325282188897,0,0.707107,0,0,0.707107,0,0,0
1488325282193926,0,0.707107,0,0,0.707107,0,0,0
1488325282198895,0,0.707107,0,0,0.707107,0,0,0
1488325282203893,0,0.707107,0,0,0.707107,0,0,0
1488325282208929,0,0.707107,0,0,0.707107,0,0,0
1488325282213902,0,0.707107,0,0,0.707107,0,0,0
1488325282218901,0,0.707107,0,0,0.707107,0,0,0
1488325282223890,0,0.707107,0,0,0.707107,0,0,0
1488325282228921,0,0.707107,0,0,0.707107,0,0,0
1488325282233918,0,0.707107,0,0,0.707107,0,0,0
1488325282238917,0,0.707107,0,0,0.707107,0,0,0
1488325282243897,0,0.707107,0,0,0.707107,0,0,0
1488325282248897,0,0.707107,0,0,0.707107,0,0,0
1488325282253929,0,0.707107,0,0,0.707107,0,0,0
1488325282258931,0,0.707107,0,0,0.707107,0,0,0
1488325282263920,0,0.707107,0,0,0.707107,0,0,0
1488325282268897,0,0.707107,0,0,0.707107,0,0,0
1488325282273926,0,0.707107,0,0,0.707107,0,0,0
1488325282278925,0,0.707107,0,0,0.707107,0,0,0
1488325282283890,0,0.707107,0,0,0.707107,0,0,0
1488325282288924,0,0.707107,0,0,0.707107,0,0,0
1488325282293890,0,0.707107,0,0,0.707107,0,0,0
1488325282298912,0,0.707107,0,0,0.707107,0,0,0
1488325282303892,0,0.707107,0,0,0.707107,0,0,0
1488325282308897,0,0.707107,0,0,0.707107,0,0,0
1488325282313919,0,0.707107,0,0,0.707107,0,0,0
