1488325281714342,0,3.8266e-07,3.82717e-07,3.34958e-09,4.14059e-11
1488325281734334,0,3.8266e-07,3.82676e-07,-2.03154e-09,1.04267e-10
1488325281754333,0,3.8266e-07,3.82581e-07,-4.74808e-09,1.63209e-10
1488325281774334,0,3.8266e-07,3.82621e-07,1.96384e-09,-9.64246e-11
1488325281794333,0,3.8266e-07,3.82654e-07,1.65281e-09,-4.91797e-10
1488325281814338,0,3.8266e-07,3.82704e-07,2.50333e-09,-5.50384e-10
1488325281834334,0,3.8266e-07,3.82695e-07,-4.12197e-10,-1.60156e-10
1488325281854333,0,3.8266e-07,3.82635e-07,-3.01569e-09,3.21337e-10
1488325281874333,0,3.8266e-07,3.8264e-07,2.27374e-10,4.65392e-10
1488325281894334,0,3.8266e-07,3.82663e-07,1.1766e-09,2.56876e-10
1488325281914335,0,3.8266e-07,3.82683e-07,9.70553e-10,3.01582e-11
1488325281934335,0,3.8266e-07,3.82679e-07,-1.84741e-10,-4.00161e-12
1488325281954334,0,3.8266e-07,3.82656e-07,-1.13835e-09,7.20651e-11
1488325281974333,0,3.8266e-07,3.82637e-07,-9.43648e-10,6.8607e-11
1488325281994334,0,3.8266e-07,3.82649e-07,5.72669e-10,-7.1638e-11
1488325282014338,0,3.8266e-07,3.82696e-07,2.36421e-09,-1.85178e-10
1488325282034335,0,3.8266e-07,3.82681e-07,-7.53288e-10,-9.33511e-11
1488325282054335,0,3.8266e-07,3.82636e-07,-2.23395e-09,9.22638e-11
1488325282074334,0,3.8266e-07,3.82634e-07,-1.17956e-10,9.98072e-11
1488325282094334,0,3.8266e-07,3.8264e-07,3.18323e-10,-9.50194e-11
1488325282114338,0,3.8266e-07,3.82687e-07,2.35001e-09,-2.467e-10
1488325282134336,0,3.8266e-07,3.8269e-07,1.22226e-10,-1.49092e-10
1488325282154334,0,3.8266e-07,3.82637e-07,-2.64206e-09,9.51874e-11
1488325282174333,0,3.8266e-07,3.82622e-07,-7.2479e-10,1.67917e-10
1488325282194334,0,3.8266e-07,3.82648e-07,1.28886e-09,-1.57756e-11
1488325282214336,0,3.8266e-07,3.82688e-07,2.00779e-09,-1.80799e-10
1488325282234336,0,3.8266e-07,3.82694e-07,2.97007e-10,-8.15849e-11
1488325282254334,0,3.8266e-07,3.82657e-07,-1.85754e-09,1.8071e-10
1488325282274334,0,3.8266e-07,3.82638e-07,-9.73444e-10,2.98292e-10
