1488325281718981,0,0,0.965806,-0.0782304,-0.246376,-0.0199565,0,0,0,0.174533,0.174533,-4.24389e-09
1488325281723998,0,0,0.965776,-0.0778105,-0.246634,-0.0198708,0,0,0,0.174533,0.174533,0
1488325281728992,0,0,0.965746,-0.077389,-0.24689,-0.0197843,0,0,0,0.174533,0.174533,0
1488325281734013,0,0,0.965716,-0.0769668,-0.247146,-0.0196973,0,0,0,0.174533,0.174533,0
1488325281738971,0,0,0.965686,-0.0765459,-0.247399,-0.0196103,0,0,0,0.174533,0.174533,-4.24865e-09
1488325281743951,0,0,0.965657,-0.0761243,-0.247651,-0.0195227,0,0,0,0.174533,0.174533,0
1488325281748985,0,0,0.965627,-0.0756971,-0.247905,-0.0194336,0,0,0,0.174533,0.174533,0
1488325281753993,0,0,0.965598,-0.0752702,-0.248156,-0.0193443,0,0,0,0.174533,0.174533,4.25218e-09
1488325281758997,0,0,0.965568,-0.0748435,-0.248406,-0.0192546,0,0,0,0.174533,0.174533,0
1488325281763983,0,0,0.965539,-0.0744174,-0.248654,-0.0191646,0,0,0,0.174533,0.174533,-4.25452e-09
1488325281768962,0,0,0.96551,-0.0739901,-0.248901,-0.0190741,0,0,0,0.174533,0.174533,0
1488325281773995,0,0,0.965481,-0.0735586,-0.249149,-0.0189823,0,0,0,0.174533,0.174533,0
1488325281779002,0,0,0.965452,-0.0731275,-0.249394,-0.0188902,0,0,0,0.174533,0.174533,4.258e-09
1488325281783968,0,0,0.965424,-0.0727003,-0.249636,-0.0187986,0,0,0,0.174533,0.174533,0
1488325281788939,0,0,0.965395,-0.0722684,-0.249879,-0.0187057,0,0,0,0.174533,0.174533,4.26029e-09
1488325281793972,0,0,0.965366,-0.0718323,-0.250123,-0.0186115,0,0,0,0.174533,0.174533,0
1488325281798978,0,0,0.965338,-0.0713998,-0.250363,-0.0185177,0,0,0,0.174533,0.174533,0
1488325281803932,0,0,0.96531,-0.070967,-0.250601,-0.0184235,0,0,0,0.174533,0.174533,-4.26372e-09
1488325281808933,0,0,0.965282,-0.0705308,-0.25084,-0.0183283,0,0,0,0.174533,0.174533,4.26485e-09
1488325281814003,0,0,0.965253,-0.0700889,-0.25108,-0.0182314,0,0,0,0.174533,0.174533,0
1488325281818970,0,0,0.965225,-0.0696534,-0.251315,-0.0181356,0,0,0,0.174533,0.174533,0
1488325281823997,0,0,0.965198,-0.0692127,-0.251551,-0.0180383,0,0,0,0.174533,0.174533,0
1488325281828961,0,0,0.96517,-0.0687761,-0.251783,-0.0179416,0,0,0,0.174533,0.174533,0
1488325281833981,0,0,0.965142,-0.0683341,-0.252017,-0.0178433,0,0,0,0.174533,0.174533,4.27047e-09
1488325281838975,0,0,0.965115,-0.0678926,-0.252248,-0.0177448,0,0,0,0.174533,0.174533,0
1488325281843968,0,0,0.965087,-0.0674516,-0.252478,-0.0176461,0,0,0,0.174533,0.174533,0
1488325281848986,0,0,0.96506,-0.0670083,-0.252707,-0.0175466,0,0,0,0.174533,0.174533,4.27378e-09
1488325281853991,0,0,0.965033,-0.0665623,-0.252936,-0.017446,0,0,0,0.174533,0.174533,4.27488e-09
1488325281858995,0,0,0.965006,-0.0661167,-0.253163,-0.0173453,0,0,0,0.174533,0.174533,0
1488325281863988,0,0,0.964979,-0.0656717,-0.253388,-0.0172443,0,0,0,0.174533,0.174533,0
1488325281868952,0,0,0.964952,-0.0652276,-0.253611,-0.0171433,0,0,0,0.174533,0.174533,-4.27813e-09
1488325281873972,0,0,0.964926,-0.0647779,-0.253835,-0.0170406,0,0,0,0.174533,0.174533,0
1488325281878994,0,0,0.964899,-0.064328,-0.254057,-0.0169375,0,0,0,0.174533,0.174533,0
1488325281883970,0,0,0.964873,-0.0638819,-0.254276,-0.016835,0,0,0,0.174533,0.174533,0
1488325281888957,0,0,0.964846,-0.063431,-0.254496,-0.0167311,0,0,0,0.174533,0.174533,0
1488325281894000,0,0,0.96482,-0.0629768,-0.254716,-0.0166261,0,0,0,0.174533,0.174533,4.28348e-09
1488325281898935,0,0,0.964794,-0.06253,-0.25493,-0.0165225,0,0,0,0.174533,0.174533,0
1488325281903931,0,0,0.964768,-0.0620773,-0.255145,-0.0164171,0,0,0,0.174533,0.174533,0
1488325281908964,0,0,0.964742,-0.061621,-0.255361,-0.0163107,0,0,0,0.174533,0.174533,4.28663e-09
1488325281913994,0,0,0.964716,-0.0611634,-0.255575,-0.0162036,0,0,0,0.174533,0.174533,0
1488325281918968,0,0,0.964691,-0.0607101,-0.255786,-0.0160972,0,0,0,0.174533,0.174533,-2.14435e-09
1488325281923962,0,0,0.964666,-0.0602548,-0.255996,-0.01599,0,0,0,0.174533,0.174533,-4.28973e-09
1488325281928966,0,0,0.96464,-0.0597958,-0.256206,-0.0158816,0,0,0,0.174533,0.174533,0
1488325281933967,0,0,0.964615,-0.059338,-0.256414,-0.0157733,0,0,0,0.174533,0.174533,-2.14589e-09
1488325281938976,0,0,0.96459,-0.0588781,-0.256621,-0.0156641,0,0,0,0.174533,0.174533,-2.1464e-09
1488325281943966,0,0,0.964565,-0.0584201,-0.256826,-0.015555,0,0,0,0.174533,0.174533,-2.1469e-09
1488325281948979,0,0,0.96454,-0.0579604,-0.25703,-0.0154452,0,0,0,0.174533,0.174533,0
1488325281953981,0,0,0.964515,-0.0574964,-0.257234,-0.0153342,0,0,0,0.174533,0.174533,-2.14791e-09
