1488325281718995,0,0,0,0,0.590818,0,0,0,0,0,0,0,0
1488325281724015,0,0,0,0,0.590818,0,0,0,0,0,0,0,0
1488325281729008,0,0,0,0,0.590818,0,0,0,0,0,0,0,0
1488325281734034,0,0,0,0,0.590818,0,0,0,0,0,0,0,0
1488325281738986,0,0,0,0,0.590818,0,0,0,0,0,0,0,0
1488325281743967,0,0,0,0,0.590818,0,0,0,0,0,0,0,0
1488325281749003,0,0,0,0,0.590818,0,0,0,0,0,0,0,0
1488325281754009,0,0,6.52088e-05,6.52088e-05,0.590818,0,0,0,0,0,0,0,0
1488325281759013,0,0,0,0,0.590818,0,0,0,0,0,0,0,0
1488325281764000,0,0,0,0,0.590818,0,0,0,0,0,0,0,0
1488325281768976,0,0,0,0,0.590818,0,0,0,0,0,0,0,0
1488325281774013,0,0,0,0,0.590818,0,0,0,0,0,0,0,0
1488325281779021,0,0,6.52534e-05,6.52534e-05,0.590818,0,0,0,0,0,0,0,0
1488325281783986,0,0,0,0,0.590818,0,0,0,0,0,0,0,0
1488325281788950,0,0,6.52709e-05,6.52709e-05,0.590818,0,0,0,0,0,0,0,0
1488325281793985,0,0,0,0,0.590818,0,0,0,0,0,0,0,0
1488325281798994,0,0,0,0,0.590818,0,0,0,0,0,0,0,0
1488325281803946,0,0,0,0,0.590818,0,0,0,0,0,0,0,0
1488325281808946,0,0,6.53058e-05,6.53058e-05,0.590818,0,0,0,0,0,0,0,0
1488325281814021,0,0,0,0,0.590818,0,0,0,0,0,0,0,0
1488325281818984,0,0,0,0,0.590818,0,0,0,0,0,0,0,0
1488325281824014,0,0,0,0,0.590818,0,0,0,0,0,0,0,0
1488325281828978,0,0,0,0,0.590818,0,0,0,0,0,0,0,0
1488325281834017,0,0,6.53488e-05,6.53488e-05,0.590818,0,0,0,0,0,0,0,0
1488325281838989,0,0,0,0,0.590818,0,0,0,0,0,0,0,0
1488325281843986,0,0,0,0,0.590818,0,0,0,0,0,0,0,0
1488325281849014,0,0,6.53741e-05,6.53741e-05,0.590818,0,0,0,0,0,0,0,0
1488325281854010,0,0,6.53825e-05,6.53825e-05,0.590818,0,0,0,0,0,0,0,0
1488325281859011,0,0,0,0,0.590818,0,0,0,0,0,0,0,0
1488325281864004,0,0,0,0,0.590818,0,0,0,0,0,0,0,0
1488325281868967,0,0,0,0,0.590818,0,0,0,0,0,0,0,0
1488325281873986,0,0,0,0,0.590818,0,0,0,0,0,0,0,0
1488325281879010,0,0,0,0,0.590818,0,0,0,0,0,0,0,0
1488325281883987,0,0,0,0,0.590818,0,0,0,0,0,0,0,0
1488325281888970,0,0,0,0,0.590818,0,0,0,0,0,0,0,0
1488325281894019,0,0,6.54483e-05,6.54483e-05,0.590818,0,0,0,0,0,0,0,0
1488325281898959,0,0,0,0,0.590818,0,0,0,0,0,0,0,0
1488325281903941,0,0,0,0,0.590818,0,0,0,0,0,0,0,0
1488325281908981,0,0,6.54723e-05,6.54723e-05,0.590818,0,0,0,0,0,0,0,0
1488325281914010,0,0,0,0,0.590818,0,0,0,0,0,0,0,0
1488325281918982,0,0,0,0,0.590818,0,0,0,0,0,0,0,0
1488325281923981,0,0,0,0,0.590818,0,0,0,0,0,0,0,0
1488325281928977,0,0,0,0,0.590818,0,0,0,0,0,0,0,0
1488325281933981,0,0,0,0,0.590818,0,0,0,0,0,0,0,0
1488325281938989,0,0,0,0,0.590818,0,0,0,0,0,0,0,0
