1488325281719183,0,0,0,0,0,1.5,-0.0399024,0,0,0,0,1.5,-0.0393577,0,0,0,0,0,-0.00783309
1488325281729255,0,0,0,0,0,1.5,-0.0389704,0,0,0,0,1.5,-0.0393086,0,0,0,0,0,0.00486596
1488325281739315,0,0,0,0,0,1.5,-0.0397258,0,0,0,0,1.5,-0.0393614,0,0,0,0,0,-0.00524207
1488325281749363,0,0,0,0,0,1.5,-0.0384995,0,0,0,0,1.5,-0.0392526,0,0,0,0,0,0.0108307
1488325281759444,0,0,0,0,0,1.5,-0.0394609,0,0,0,0,1.5,-0.039279,0,0,0,0,0,-0.00261853
1488325281769490,0,0,0,0,0,1.5,-0.0399024,0,0,0,0,1.5,-0.0393577,0,0,0,0,0,-0.00783401
1488325281779570,0,0,0,0,0,1.5,-0.0389704,0,0,0,0,1.5,-0.0393086,0,0,0,0,0,0.00486616
1488325281789634,0,0,0,0,0,1.5,-0.0397258,0,0,0,0,1.5,-0.0393614,0,0,0,0,0,-0.00524258
1488325281799686,0,0,0,0,0,1.5,-0.0384995,0,0,0,0,1.5,-0.0392525,0,0,0,0,0,0.0108305
1488325281809761,0,0,0,0,0,1.5,-0.0394609,0,0,0,0,1.5,-0.0392789,0,0,0,0,0,-0.00261935
1488325281819822,0,0,0,0,0,1.5,-0.0399024,0,0,0,0,1.5,-0.0393577,0,0,0,0,0,-0.00783455
1488325281829922,0,0,0,0,0,1.5,-0.0389704,0,0,0,0,1.5,-0.0393086,0,0,0,0,0,0.00486685
1488325281839964,0,0,0,0,0,1.5,-0.0397258,0,0,0,0,1.5,-0.0393612,0,0,0,0,0,-0.0052433
1488325281850014,0,0,0,0,0,1.5,-0.0384995,0,0,0,0,1.5,-0.0392524,0,0,0,0,0,0.0108285
1488325281860066,0,0,0,0,0,1.5,-0.0394609,0,0,0,0,1.5,-0.0392787,0,0,0,0,0,-0.0026209
1488325281870131,0,0,0,0,0,1.5,-0.0399024,0,0,0,0,1.5,-0.0393576,0,0,0,0,0,-0.00783662
1488325281880177,0,0,0,0,0,1.5,-0.0389704,0,0,0,0,1.5,-0.0393087,0,0,0,0,0,0.00486557
1488325281890222,0,0,0,0,0,1.5,-0.0397258,0,0,0,0,1.5,-0.0393614,0,0,0,0,0,-0.005241
1488325281900279,0,0,0,0,0,1.5,-0.0384995,0,0,0,0,1.5,-0.0392524,0,0,0,0,0,0.0108306
1488325281910370,0,0,0,0,0,1.5,-0.0394609,0,0,0,0,1.5,-0.0392789,0,0,0,0,0,-0.00262
1488325281920443,0,0,0,0,0,1.5,-0.0399024,0,0,0,0,1.5,-0.0393578,0,0,0,0,0,-0.00783483
1488325281930518,0,0,0,0,0,1.5,-0.0389704,0,0,0,0,1.5,-0.0393088,0,0,0,0,0,0.00486784
1488325281940562,0,0,0,0,0,1.5,-0.0397258,0,0,0,0,1.5,-0.0393614,0,0,0,0,0,-0.00524078
1488325281950614,0,0,0,0,0,1.5,-0.0384995,0,0,0,0,1.5,-0.0392525,0,0,0,0,0,0.0108308
1488325281960688,0,0,0,0,0,1.5,-0.0394609,0,0,0,0,1.5,-0.0392789,0,0,0,0,0,-0.00261887
1488325281970758,0,0,0,0,0,1.5,-0.0399024,0,0,0,0,1.5,-0.0393578,0,0,0,0,0,-0.00783458
1488325281980810,0,0,0,0,0,1.5,-0.0389704,0,0,0,0,1.5,-0.0393089,0,0,0,0,0,0.00486786
1488325281990855,0,0,0,0,0,1.5,-0.0397258,0,0,0,0,1.5,-0.0393615,0,0,0,0,0,-0.00523914
1488325282000916,0,0,0,0,0,1.5,-0.0384995,0,0,0,0,1.5,-0.0392525,0,0,0,0,0,0.0108323
1488325282011014,0,0,0,0,0,1.5,-0.0394609,0,0,0,0,1.5,-0.039279,0,0,0,0,0,-0.00261929
1488325282021089,0,0,0,0,0,1.5,-0.0399024,0,0,0,0,1.5,-0.0393579,0,0,0,0,0,-0.00783365
1488325282031157,0,0,0,0,0,1.5,-0.0389704,0,0,0,0,1.5,-0.0393089,0,0,0,0,0,0.004869
1488325282041224,0,0,0,0,0,1.5,-0.0397258,0,0,0,0,1.5,-0.0393616,0,0,0,0,0,-0.00523916
1488325282051281,0,0,0,0,0,1.5,-0.0384995,0,0,0,0,1.5,-0.0392527,0,0,0,0,0,0.0108336
1488325282061332,0,0,0,0,0,1.5,-0.0394609,0,0,0,0,1.5,-0.039279,0,0,0,0,0,-0.00261745
1488325282071404,0,0,0,0,0,1.5,-0.0399024,0,0,0,0,1.5,-0.0393579,0,0,0,0,0,-0.00783376
1488325282081464,0,0,0,0,0,1.5,-0.0389704,0,0,0,0,1.5,-0.0393089,0,0,0,0,0,0.0048688
1488325282091537,0,0,0,0,0,1.5,-0.0397258,0,0,0,0,1.5,-0.0393617,0,0,0,0,0,-0.005239
1488325282101605,0,0,0,0,0,1.5,-0.0384995,0,0,0,0,1.5,-0.0392526,0,0,0,0,0,0.010834
1488325282111727,0,0,0,0,0,1.5,-0.0394609,0,0,0,0,1.5,-0.0392791,0,0,0,0,0,-0.00261823
1488325282111781,0,0,0,0,0,1.5,-0.0399024,0,0,0,0,1.5,-0.0392795,0,0,0,0,0,-0.0078645
1488325282121828,0,0,0,0,0,1.5,-0.0389704,0,0,0,0,1.5,-0.0392405,0,0,0,0,0,0.00388399
1488325282131889,0,0,0,0,0,1.5,-0.0397258,0,0,0,0,1.5,-0.0393018,0,0,0,0,0,-0.00609872
1488325282141990,0,0,0,0,0,1.5,-0.0384995,0,0,0,0,1.5,-0.0392,0,0,0,0,0,0.0100824
